CustomerID,City,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,tenure_bin,monthly_bin,cltv_bin
1092-GANHU,Magalia,Male,0,0,0,17,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,76.65,1313.55,Yes,1,87,3182,Competitor offered more data,13-24,"(70.35, 89.862]","(3178.2, 4195.4]"
0661-XEYAN,Nevada City,Female,1,0,0,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.8,25.8,Yes,1,97,3884,Competitor offered more data,0-6,"(18.249, 35.588]","(3178.2, 4195.4]"
7881-EVUAD,Oroville,Female,0,0,0,2,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,42.6,72.4,Yes,1,79,4648,Competitor offered more data,0-6,"(35.588, 70.35]","(4195.4, 4882.6]"
5766-XQXMQ,Princeton,Female,0,0,0,29,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.85,1970.5,Yes,1,79,5449,Competitor made better offer,25-48,"(35.588, 70.35]","(4882.6, 5540.8]"
3703-VAVCL,Strawberry Valley,Male,0,1,0,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),90.0,190.05,Yes,1,99,3902,Competitor made better offer,0-6,"(89.862, 118.75]","(3178.2, 4195.4]"
8519-QJGJD,Twain,Female,0,0,0,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.35,1025.95,Yes,1,71,4995,Attitude of service provider,13-24,"(70.35, 89.862]","(4882.6, 5540.8]"
6326-MTTXK,Yuba City,Male,0,0,0,8,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,100.85,819.55,Yes,1,97,3849,Attitude of service provider,7-12,"(89.862, 118.75]","(3178.2, 4195.4]"
0330-IVZHA,Anderson,Female,0,1,0,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.95,330.15,Yes,1,81,2969,Attitude of service provider,0-6,"(35.588, 70.35]","(2002.999, 3178.2]"
2886-KEFUM,Big Bend,Female,0,1,0,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.5,6873.75,Yes,1,96,6144,Attitude of support person,49+,"(89.862, 118.75]","(5540.8, 6500.0]"
4237-RLAQD,Callahan,Male,0,0,0,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.85,45.85,Yes,1,94,5930,Attitude of support person,0-6,"(35.588, 70.35]","(5540.8, 6500.0]"
9651-GTSAQ,Corning,Female,0,1,0,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.1,5769.75,Yes,1,94,4471,Attitude of support person,49+,"(89.862, 118.75]","(4195.4, 4882.6]"
3186-BAXNB,Cottonwood,Female,0,0,0,1,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,91.7,91.7,Yes,1,71,4319,Attitude of service provider,0-6,"(89.862, 118.75]","(4195.4, 4882.6]"
0637-YLETY,Douglas City,Female,0,0,0,16,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),95.6,1555.65,Yes,1,96,5915,Attitude of service provider,13-24,"(89.862, 118.75]","(5540.8, 6500.0]"
1157-BQCUW,Fall River Mills,Male,0,0,0,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,74.95,Yes,1,82,2591,Attitude of service provider,0-6,"(70.35, 89.862]","(2002.999, 3178.2]"
2660-EMUBI,Fort Jones,Male,1,0,0,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.35,898.35,Yes,1,75,5353,Attitude of support person,7-12,"(89.862, 118.75]","(4882.6, 5540.8]"
7675-OZCZG,Hayfork,Female,1,0,0,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.0,127.1,Yes,1,77,4145,Competitor made better offer,0-6,"(35.588, 70.35]","(3178.2, 4195.4]"
2003-CKLOR,Igo,Male,0,0,0,66,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.5,6710.5,Yes,1,73,4001,Moved,49+,"(89.862, 118.75]","(3178.2, 4195.4]"
9254-RBFON,Klamath River,Female,0,1,0,17,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),98.6,1704.95,Yes,1,91,5160,Moved,13-24,"(89.862, 118.75]","(4882.6, 5540.8]"
1205-WNWPJ,Lakehead,Female,0,0,0,7,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,59.5,415.95,Yes,1,91,4661,Moved,7-12,"(35.588, 70.35]","(4195.4, 4882.6]"
9391-EOYLI,Lewiston,Male,1,1,0,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.45,950.2,Yes,1,69,5374,Competitor made better offer,7-12,"(70.35, 89.862]","(4882.6, 5540.8]"
8387-MOJJT,Nubieber,Female,0,1,0,42,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),77.95,3384.0,Yes,1,82,5396,Competitor made better offer,25-48,"(70.35, 89.862]","(4882.6, 5540.8]"
2761-OCIAX,Palo Cedro,Male,1,0,0,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,165.4,Yes,1,81,2803,Competitor made better offer,0-6,"(70.35, 89.862]","(2002.999, 3178.2]"
3068-OMWZA,Round Mountain,Male,1,0,0,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.8,88.8,Yes,1,91,3106,Competitor made better offer,0-6,"(70.35, 89.862]","(2002.999, 3178.2]"
6032-KRXXO,Seiad Valley,Male,0,0,0,30,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.25,2755.35,Yes,1,84,5654,Competitor made better offer,25-48,"(89.862, 118.75]","(5540.8, 6500.0]"
7459-RRWQZ,Shasta,Female,0,0,0,15,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.65,994.55,Yes,1,89,4780,Competitor made better offer,13-24,"(35.588, 70.35]","(4195.4, 4882.6]"
4154-AQUGT,Vina,Male,1,1,0,13,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.05,1169.35,Yes,1,82,3861,Competitor made better offer,13-24,"(70.35, 89.862]","(3178.2, 4195.4]"
3092-IGHWF,Alturas,Male,0,1,0,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,87.4,5918.8,Yes,1,65,4421,Competitor made better offer,49+,"(70.35, 89.862]","(4195.4, 4882.6]"
8017-LXHFA,Davis Creek,Female,1,0,0,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,2293.6,Yes,1,95,2740,Competitor made better offer,13-24,"(89.862, 118.75]","(2002.999, 3178.2]"
6352-TWCAU,Fort Bidwell,Female,0,0,0,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.45,3029.1,Yes,1,68,5874,Competitor made better offer,25-48,"(70.35, 89.862]","(5540.8, 6500.0]"
2929-QNSRW,Lake City,Female,0,1,0,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,98.25,5508.35,Yes,1,97,4886,Competitor made better offer,49+,"(89.862, 118.75]","(4882.6, 5540.8]"
1262-OPMFY,Likely,Female,0,1,0,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.75,655.9,Yes,1,96,5105,Competitor made better offer,7-12,"(70.35, 89.862]","(4882.6, 5540.8]"
4248-QPAVC,Portola,Female,1,1,0,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.35,1463.45,Yes,1,70,3209,Competitor made better offer,13-24,"(70.35, 89.862]","(3178.2, 4195.4]"
1899-VXWXM,Ravendale,Male,0,0,0,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),106.1,5082.8,Yes,1,69,5898,Competitor made better offer,25-48,"(89.862, 118.75]","(5540.8, 6500.0]"
4690-LLKUA,Topaz,Male,1,0,0,17,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.05,770.6,Yes,1,65,3797,Extra data charges,13-24,"(35.588, 70.35]","(3178.2, 4195.4]"
3331-HQDTW,Homewood,Female,0,0,0,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,109.8,3587.25,Yes,1,78,3410,Extra data charges,25-48,"(89.862, 118.75]","(3178.2, 4195.4]"
9490-DFPMD,Tahoma,Female,1,0,0,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.65,3541.35,Yes,1,76,4871,Extra data charges,25-48,"(70.35, 89.862]","(4195.4, 4882.6]"
5442-XSDCW,Tahoe City,Male,0,1,0,11,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.5,868.5,Yes,1,68,3469,Extra data charges,7-12,"(70.35, 89.862]","(3178.2, 4195.4]"
3049-NDXFL,South Lake Tahoe,Female,0,0,0,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,85.8,85.8,Yes,1,99,2850,Extra data charges,0-6,"(70.35, 89.862]","(2002.999, 3178.2]"
8580-AECUZ,Truckee,Male,1,0,0,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.1,79.1,Yes,1,84,5001,Extra data charges,0-6,"(70.35, 89.862]","(4882.6, 5540.8]"
7963-GQRMY,Los Angeles,Female,0,1,0,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.3,134.5,Yes,1,88,4903,Extra data charges,0-6,"(35.588, 70.35]","(4882.6, 5540.8]"
1228-FZFRV,Los Angeles,Male,0,1,0,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),105.95,5341.8,Yes,1,79,5536,Extra data charges,49+,"(89.862, 118.75]","(4882.6, 5540.8]"
2058-DCJBE,Los Angeles,Male,0,0,0,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.75,324.6,Yes,1,99,3965,Extra data charges,0-6,"(35.588, 70.35]","(3178.2, 4195.4]"
5364-XYIRR,Los Angeles,Male,0,1,0,51,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.65,4812.75,Yes,1,100,4747,Extra data charges,49+,"(89.862, 118.75]","(4195.4, 4882.6]"
4829-AUOAX,Los Angeles,Female,0,0,0,46,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.05,4399.5,Yes,1,77,2712,Extra data charges,25-48,"(89.862, 118.75]","(2002.999, 3178.2]"
5047-LHVLY,Los Angeles,Male,1,0,0,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.15,50.15,Yes,1,98,3438,Extra data charges,0-6,"(35.588, 70.35]","(3178.2, 4195.4]"
9158-VCTQB,Los Angeles,Female,0,1,0,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),113.6,4594.95,Yes,1,96,4963,Extra data charges,25-48,"(89.862, 118.75]","(4882.6, 5540.8]"
6311-UEUME,Los Angeles,Female,0,0,0,29,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.9,2384.15,Yes,1,90,3249,Extra data charges,25-48,"(70.35, 89.862]","(3178.2, 4195.4]"
6839-ITVZJ,Los Angeles,Female,0,1,0,26,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,60.05,1616.15,Yes,1,71,2039,Don't know,25-48,"(35.588, 70.35]","(2002.999, 3178.2]"
0375-HVGXO,Los Angeles,Female,0,0,0,1,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,34.7,34.7,Yes,1,81,4476,Don't know,0-6,"(18.249, 35.588]","(4195.4, 4882.6]"
8593-WHYHV,Los Angeles,Male,0,0,0,3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.3,264.8,Yes,1,67,4934,Don't know,0-6,"(70.35, 89.862]","(4882.6, 5540.8]"
6097-EQISJ,Los Angeles,Female,0,1,0,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),102.45,6615.15,Yes,1,82,4688,Attitude of support person,49+,"(89.862, 118.75]","(4195.4, 4882.6]"
4423-YLHDV,Los Angeles,Female,0,1,0,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.4,2200.25,Yes,1,67,5570,Attitude of support person,13-24,"(89.862, 118.75]","(5540.8, 6500.0]"
0107-YHINA,Los Angeles,Male,0,0,0,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.75,99.75,Yes,1,93,4214,Attitude of support person,0-6,"(89.862, 118.75]","(4195.4, 4882.6]"
8640-SDGKB,Los Angeles,Male,0,0,0,4,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.4,299.7,Yes,1,69,3633,Attitude of support person,0-6,"(70.35, 89.862]","(3178.2, 4195.4]"
4116-TZAQJ,Culver City,Female,0,0,0,9,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.25,639.65,Yes,1,76,5393,Attitude of support person,7-12,"(70.35, 89.862]","(4882.6, 5540.8]"
3877-JRJIP,Hawthorne,Male,0,0,0,1,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.85,59.85,Yes,1,71,4017,Attitude of support person,0-6,"(35.588, 70.35]","(3178.2, 4195.4]"
8375-DKEBR,Hermosa Beach,Female,1,0,0,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,69.6,Yes,1,96,3438,Attitude of support person,0-6,"(35.588, 70.35]","(3178.2, 4195.4]"
7511-YMXVQ,Lynwood,Male,0,0,0,9,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,45.4,418.8,Yes,1,81,5028,Attitude of support person,7-12,"(35.588, 70.35]","(4882.6, 5540.8]"
7551-JOHTI,Malibu,Female,0,0,0,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,19.5,Yes,1,77,5211,Attitude of support person,0-6,"(18.249, 35.588]","(4882.6, 5540.8]"
9804-ICWBG,Pacific Palisades,Male,0,0,0,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,69.9,Yes,1,88,3349,Attitude of support person,0-6,"(35.588, 70.35]","(3178.2, 4195.4]"
5318-IXUZF,Redondo Beach,Female,0,0,0,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.15,183.75,Yes,1,72,4149,Don't know,0-6,"(70.35, 89.862]","(3178.2, 4195.4]"
3198-VELRD,Marina Del Rey,Female,0,1,0,3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),84.75,264.85,Yes,1,100,2014,Attitude of support person,0-6,"(70.35, 89.862]","(2002.999, 3178.2]"
9436-ZBZCT,Inglewood,Male,0,0,0,14,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.95,1178.4,Yes,1,97,5463,Attitude of support person,13-24,"(89.862, 118.75]","(4882.6, 5540.8]"
7279-BUYWN,Buena Park,Female,1,0,0,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,113.2,4689.5,Yes,1,89,3380,Attitude of support person,25-48,"(89.862, 118.75]","(3178.2, 4195.4]"
7156-MHUGY,Buena Park,Male,1,0,0,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.5,1201.15,Yes,1,76,5394,Attitude of support person,13-24,"(89.862, 118.75]","(4882.6, 5540.8]"
7198-GLXTC,La Palma,Male,0,0,0,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.0,143.65,Yes,1,92,5239,Attitude of support person,0-6,"(70.35, 89.862]","(4882.6, 5540.8]"
0516-VRYBW,Stanton,Female,0,0,0,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.15,390.85,Yes,1,85,4931,Attitude of support person,13-24,"(18.249, 35.588]","(4882.6, 5540.8]"
8380-PEFPE,Avalon,Male,0,0,0,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.65,71.65,Yes,1,93,2377,Attitude of support person,0-6,"(70.35, 89.862]","(2002.999, 3178.2]"
5687-DKDTV,Bellflower,Female,0,0,0,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,77.5,Yes,1,76,5984,Attitude of support person,0-6,"(18.249, 35.588]","(5540.8, 6500.0]"
7530-HDYDS,Lakewood,Female,0,0,0,38,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),84.25,3264.5,Yes,1,70,2885,Attitude of support person,25-48,"(70.35, 89.862]","(2002.999, 3178.2]"
3096-IZETN,Lomita,Female,0,0,0,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),78.1,947.3,Yes,1,89,4741,Attitude of support person,7-12,"(70.35, 89.862]","(4195.4, 4882.6]"
5922-ABDVO,Seal Beach,Female,0,1,0,19,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,89.65,1761.05,Yes,1,74,3046,Attitude of support person,13-24,"(70.35, 89.862]","(2002.999, 3178.2]"
9172-ANCRX,Carson,Female,0,0,0,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.7,973.25,Yes,1,68,5561,Attitude of support person,7-12,"(89.862, 118.75]","(5540.8, 6500.0]"
6910-HADCM,Long Beach,Female,0,0,0,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.35,76.35,Yes,1,67,5613,Attitude of support person,0-6,"(70.35, 89.862]","(5540.8, 6500.0]"
4816-LXZYW,Long Beach,Female,0,0,0,23,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.15,1676.95,Yes,1,68,5216,Attitude of support person,13-24,"(70.35, 89.862]","(4882.6, 5540.8]"
9606-PBKBQ,Long Beach,Male,1,1,0,32,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,2642.05,Yes,1,94,4584,Attitude of support person,25-48,"(70.35, 89.862]","(4195.4, 4882.6]"
3536-IQCTX,South Pasadena,Male,1,1,0,32,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.3,2661.1,Yes,1,75,2712,Attitude of support person,25-48,"(70.35, 89.862]","(2002.999, 3178.2]"
4911-BANWH,Sunland,Female,0,0,0,31,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),86.55,2697.4,Yes,1,74,4198,Attitude of support person,25-48,"(70.35, 89.862]","(4195.4, 4882.6]"
8496-EJAUI,Tujunga,Male,0,0,0,19,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.85,1424.5,Yes,1,89,2251,Attitude of support person,13-24,"(70.35, 89.862]","(2002.999, 3178.2]"
3132-TVFDZ,Glendale,Male,1,1,0,57,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.85,2572.95,Yes,1,82,5172,Attitude of support person,49+,"(35.588, 70.35]","(4882.6, 5540.8]"
8080-DDEMJ,Glendale,Male,1,0,0,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.1,45.1,Yes,1,79,4499,Attitude of support person,0-6,"(35.588, 70.35]","(4195.4, 4882.6]"
6365-MTGZX,Glendale,Male,0,0,0,24,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.0,2122.45,Yes,1,71,3068,Attitude of support person,13-24,"(89.862, 118.75]","(2002.999, 3178.2]"
1349-WXNGG,Glendale,Male,0,0,0,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.05,20.05,Yes,1,66,4710,Attitude of support person,0-6,"(18.249, 35.588]","(4195.4, 4882.6]"
6990-YNRIO,Agoura Hills,Male,0,1,0,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),108.65,6937.95,Yes,1,79,6120,Attitude of support person,49+,"(89.862, 118.75]","(5540.8, 6500.0]"
0621-TWIEM,Newhall,Male,0,0,0,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.55,402.6,Yes,1,67,4097,Attitude of support person,7-12,"(35.588, 70.35]","(3178.2, 4195.4]"
2485-ITVKB,Northridge,Female,0,1,0,2,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.1,68.75,Yes,1,78,2643,Attitude of support person,0-6,"(18.249, 35.588]","(2002.999, 3178.2]"
3669-OYSJI,Porter Ranch,Male,0,0,0,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),46.2,46.2,Yes,1,76,4167,Attitude of support person,0-6,"(35.588, 70.35]","(3178.2, 4195.4]"
1612-EOHDH,Pacoima,Female,0,0,0,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.15,45.15,Yes,1,89,5828,Attitude of support person,0-6,"(35.588, 70.35]","(5540.8, 6500.0]"
6702-OHFWR,Reseda,Male,1,0,0,1,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,43.3,43.3,Yes,1,91,4972,Don't know,0-6,"(35.588, 70.35]","(4882.6, 5540.8]"
4510-PYUSH,Sylmar,Female,1,0,0,38,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),57.15,2250.65,Yes,1,75,3110,Attitude of support person,25-48,"(35.588, 70.35]","(2002.999, 3178.2]"
7517-SAWMO,Granada Hills,Female,0,1,0,19,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.2,1441.1,Yes,1,97,4718,Attitude of support person,13-24,"(70.35, 89.862]","(4195.4, 4882.6]"
4143-HHPMK,Mission Hills,Male,0,0,0,52,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.35,4338.6,Yes,1,98,6402,Attitude of support person,49+,"(70.35, 89.862]","(5540.8, 6500.0]"
7054-LGEQW,Canyon Country,Female,0,0,0,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.95,45.95,Yes,1,69,4888,Attitude of support person,0-6,"(35.588, 70.35]","(4882.6, 5540.8]"
0923-PNFUB,Westlake Village,Female,0,0,0,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,83.75,247.25,Yes,1,65,4852,Attitude of support person,0-6,"(70.35, 89.862]","(4195.4, 4882.6]"
3494-JCHRQ,Van Nuys,Male,0,0,0,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.05,70.05,Yes,1,69,2699,Attitude of support person,0-6,"(35.588, 70.35]","(2002.999, 3178.2]"
6474-FVJLC,Sherman Oaks,Male,0,0,0,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.0,165.45,Yes,1,77,4546,Attitude of support person,0-6,"(70.35, 89.862]","(4195.4, 4882.6]"
8840-DQLGN,Burbank,Female,1,1,0,35,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),100.5,3653.35,Yes,1,81,4745,Attitude of support person,25-48,"(89.862, 118.75]","(4195.4, 4882.6]"
4547-LYTDD,North Hollywood,Female,0,0,0,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,72.65,1194.3,Yes,1,73,2850,Attitude of support person,13-24,"(70.35, 89.862]","(2002.999, 3178.2]"
6770-XUAGN,North Hollywood,Female,0,1,0,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.0,21.0,Yes,1,90,3753,Attitude of support person,0-6,"(18.249, 35.588]","(3178.2, 4195.4]"
4193-ORFCL,North Hollywood,Female,1,0,0,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.1,45.1,Yes,1,70,2740,Attitude of support person,0-6,"(35.588, 70.35]","(2002.999, 3178.2]"
7776-QWNFX,Chino,Male,1,1,0,30,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.4,1527.5,Yes,1,83,4795,Attitude of support person,25-48,"(35.588, 70.35]","(4195.4, 4882.6]"
6689-TCZHQ,Claremont,Female,1,0,0,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,78.95,378.4,Yes,1,65,4054,Attitude of support person,0-6,"(70.35, 89.862]","(3178.2, 4195.4]"
3143-ILDAL,El Monte,Male,0,0,0,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.45,5124.6,Yes,1,96,4830,Attitude of support person,49+,"(89.862, 118.75]","(4195.4, 4882.6]"
4720-VSTSI,Monterey Park,Female,0,0,0,44,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.8,3862.55,Yes,1,66,3997,Attitude of support person,25-48,"(70.35, 89.862]","(3178.2, 4195.4]"
3946-MHCZW,Ontario,Male,0,0,0,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,50.9,50.9,Yes,1,83,5111,Attitude of support person,0-6,"(35.588, 70.35]","(4882.6, 5540.8]"
6651-AZVTJ,Pomona,Male,0,1,0,49,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,4872.45,Yes,1,83,6088,Attitude of support person,49+,"(89.862, 118.75]","(5540.8, 6500.0]"
